PsyGateID,TutorSName,ProgID,tutorial,attend,TutorGroup,att,Stage,present,presentorexcused
10497,T6,102,4,1,9,1,Stage 1,1,1
10715,T6,102,4,1,9,1,Stage 1,1,1
10451,T9,102,4,1,12,1,Stage 1,1,1
10503,T9,102,4,1,12,1,Stage 1,1,1
10508,T9,102,4,1,12,1,Stage 1,1,1
10582,T9,102,4,1,12,1,Stage 1,1,1
10603,T9,102,4,1,12,1,Stage 1,1,1
10742,T9,102,4,1,12,1,Stage 1,1,1
10491,T12,102,4,1,13,1,Stage 1,1,1
10589,T12,102,4,8,13,1,Stage 1,0,1
10676,T12,102,4,1,13,1,Stage 1,1,1
10694,T12,102,4,2,13,0,Stage 1,0,0
10717,T12,102,4,1,13,1,Stage 1,1,1
10740,T12,102,4,8,13,1,Stage 1,0,1
10423,T14,102,4,1,14,1,Stage 1,1,1
10442,T14,102,4,1,14,1,Stage 1,1,1
10524,T14,102,4,1,14,1,Stage 1,1,1
10675,T14,102,4,1,14,1,Stage 1,1,1
10772,T14,102,4,1,14,1,Stage 1,1,1
10017,T15,102,4,2,17,0,Stage 1,0,0
10128,T20,102,4,2,21,0,Stage 1,0,0
10484,T14,103,4,1,15,1,Stage 1,1,1
10505,T14,103,4,1,15,1,Stage 1,1,1
10652,T14,103,4,1,15,1,Stage 1,1,1
10661,T14,103,4,1,15,1,Stage 1,1,1
10443,T15,103,4,1,16,1,Stage 1,1,1
10448,T15,103,4,8,16,1,Stage 1,0,1
10671,T15,103,4,8,16,1,Stage 1,0,1
10698,T15,103,4,1,16,1,Stage 1,1,1
10801,T15,103,4,1,16,1,Stage 1,1,1
10458,T13,103,4,1,43,1,Stage 1,1,1
9694,T26,103,4,8,51,1,Stage 1,0,1
10807,T4,105,4,1,7,1,Stage 1,1,1
10486,T15,105,4,8,17,1,Stage 1,0,1
10513,T15,105,4,1,17,1,Stage 1,1,1
10605,T15,105,4,1,17,1,Stage 1,1,1
10610,T15,105,4,1,17,1,Stage 1,1,1
10644,T15,105,4,1,17,1,Stage 1,1,1
10512,T16,105,4,1,18,1,Stage 1,1,1
10542,T16,105,4,1,18,1,Stage 1,1,1
10556,T16,105,4,1,18,1,Stage 1,1,1
10702,T16,105,4,1,18,1,Stage 1,1,1
10824,T6,113,4,8,8,1,Stage 1,0,1
10405,T6,113,4,1,39,1,Stage 1,1,1
10579,T6,113,4,1,39,1,Stage 1,1,1
10778,T6,113,4,1,39,1,Stage 1,1,1
10781,T6,113,4,2,39,0,Stage 1,0,0
10783,T6,113,4,1,39,1,Stage 1,1,1
10823,T6,113,4,8,39,1,Stage 1,0,1
10478,T1,151,4,1,1,1,Stage 1,1,1
10559,T1,151,4,1,1,1,Stage 1,1,1
10562,T1,151,4,1,1,1,Stage 1,1,1
10594,T1,151,4,1,1,1,Stage 1,1,1
10681,T1,151,4,1,1,1,Stage 1,1,1
10670,T1,151,4,1,2,1,Stage 1,1,1
10438,T3,151,4,1,4,1,Stage 1,1,1
10441,T3,151,4,1,4,1,Stage 1,1,1
10445,T3,151,4,2,4,0,Stage 1,0,0
10462,T3,151,4,1,4,1,Stage 1,1,1
10566,T3,151,4,1,4,1,Stage 1,1,1
10636,T3,151,4,1,4,1,Stage 1,1,1
10641,T3,151,4,1,4,1,Stage 1,1,1
10413,T3,151,4,1,5,1,Stage 1,1,1
10467,T3,151,4,1,5,1,Stage 1,1,1
10663,T3,151,4,1,5,1,Stage 1,1,1
10673,T3,151,4,1,5,1,Stage 1,1,1
10705,T3,151,4,1,5,1,Stage 1,1,1
10544,T1,101,5,1,1,1,Stage 1,1,1
10607,T1,101,5,1,1,1,Stage 1,1,1
10521,T1,101,5,1,2,1,Stage 1,1,1
10537,T1,101,5,1,2,1,Stage 1,1,1
10633,T1,101,5,1,2,1,Stage 1,1,1
10672,T1,101,5,1,2,1,Stage 1,1,1
10468,T4,101,5,2,6,0,Stage 1,0,0
10640,T4,101,5,1,6,1,Stage 1,1,1
10686,T4,101,5,1,6,1,Stage 1,1,1
10714,T4,101,5,1,6,1,Stage 1,1,1
10499,T4,101,5,2,7,0,Stage 1,0,0
10555,T4,101,5,1,7,1,Stage 1,1,1
10616,T4,101,5,2,7,0,Stage 1,0,0
10525,T2,101,5,1,10,1,Stage 1,1,1
10528,T2,101,5,1,10,1,Stage 1,1,1
10536,T2,101,5,NA,10,NA,Stage 1,NA,NA
10547,T2,101,5,NA,10,NA,Stage 1,NA,NA
10651,T2,101,5,1,10,1,Stage 1,1,1
10700,T2,101,5,1,10,1,Stage 1,1,1
10803,T14,101,5,1,15,1,Stage 1,1,1
10756,T16,101,5,1,18,1,Stage 1,1,1
10415,T19,101,5,1,19,1,Stage 1,1,1
10432,T19,101,5,8,19,1,Stage 1,0,1
10461,T19,101,5,1,19,1,Stage 1,1,1
10518,T19,101,5,1,19,1,Stage 1,1,1
10583,T19,101,5,1,19,1,Stage 1,1,1
10434,T20,101,5,1,20,1,Stage 1,1,1
10540,T20,101,5,2,20,0,Stage 1,0,0
10543,T20,101,5,1,20,1,Stage 1,1,1
10623,T20,101,5,8,20,1,Stage 1,0,1
10629,T20,101,5,2,20,0,Stage 1,0,0
10737,T20,101,5,1,20,1,Stage 1,1,1
10447,T20,101,5,8,21,1,Stage 1,0,1
10480,T20,101,5,1,21,1,Stage 1,1,1
10552,T20,101,5,1,21,1,Stage 1,1,1
10683,T20,101,5,1,21,1,Stage 1,1,1
10703,T20,101,5,2,21,0,Stage 1,0,0
10711,T20,101,5,1,21,1,Stage 1,1,1
10417,T21,101,5,1,22,1,Stage 1,1,1
10446,T21,101,5,1,22,1,Stage 1,1,1
10489,T21,101,5,1,22,1,Stage 1,1,1
10553,T21,101,5,1,22,1,Stage 1,1,1
10602,T21,101,5,1,22,1,Stage 1,1,1
10604,T21,101,5,2,22,0,Stage 1,0,0
10539,T21,101,5,2,23,0,Stage 1,0,0
10573,T21,101,5,1,23,1,Stage 1,1,1
10577,T21,101,5,1,23,1,Stage 1,1,1
10657,T21,101,5,1,23,1,Stage 1,1,1
10716,T21,101,5,1,23,1,Stage 1,1,1
10748,T21,101,5,1,23,1,Stage 1,1,1
9962,T22,101,5,8,24,1,Stage 1,0,1
10476,T22,101,5,1,24,1,Stage 1,1,1
10571,T22,101,5,1,24,1,Stage 1,1,1
10574,T22,101,5,8,24,1,Stage 1,0,1
10596,T22,101,5,1,24,1,Stage 1,1,1
10625,T22,101,5,1,24,1,Stage 1,1,1
10750,T22,101,5,1,24,1,Stage 1,1,1
10435,T23,101,5,1,25,1,Stage 1,1,1
10471,T23,101,5,2,25,0,Stage 1,0,0
10523,T23,101,5,1,25,1,Stage 1,1,1
10541,T23,101,5,1,25,1,Stage 1,1,1
10752,T23,101,5,1,25,1,Stage 1,1,1
10483,T23,101,5,1,26,1,Stage 1,1,1
10614,T23,101,5,1,26,1,Stage 1,1,1
10664,T23,101,5,2,26,0,Stage 1,0,0
10685,T23,101,5,1,26,1,Stage 1,1,1
10738,T23,101,5,1,26,1,Stage 1,1,1
10739,T23,101,5,1,26,1,Stage 1,1,1
10529,T24,101,5,2,27,0,Stage 1,0,0
10620,T24,101,5,2,27,0,Stage 1,0,0
10630,T24,101,5,2,27,0,Stage 1,0,0
10653,T24,101,5,2,27,0,Stage 1,0,0
10507,T24,101,5,1,28,1,Stage 1,1,1
10520,T24,101,5,2,28,0,Stage 1,0,0
10554,T24,101,5,NA,28,NA,Stage 1,NA,NA
10580,T24,101,5,1,28,1,Stage 1,1,1
10588,T24,101,5,2,28,0,Stage 1,0,0
10677,T24,101,5,1,28,1,Stage 1,1,1
10691,T24,101,5,1,28,1,Stage 1,1,1
10436,T25,101,5,1,29,1,Stage 1,1,1
10504,T25,101,5,2,29,0,Stage 1,0,0
10531,T25,101,5,2,29,0,Stage 1,0,0
10595,T25,101,5,1,29,1,Stage 1,1,1
10624,T25,101,5,1,29,1,Stage 1,1,1
10761,T25,101,5,2,29,0,Stage 1,0,0
10416,T25,101,5,1,30,1,Stage 1,1,1
10490,T25,101,5,1,30,1,Stage 1,1,1
10615,T25,101,5,1,30,1,Stage 1,1,1
10627,T25,101,5,1,30,1,Stage 1,1,1
10414,T5,101,5,1,31,1,Stage 1,1,1
10456,T5,101,5,8,31,1,Stage 1,0,1
10488,T5,101,5,1,31,1,Stage 1,1,1
10626,T5,101,5,8,31,1,Stage 1,0,1
10654,T5,101,5,2,31,0,Stage 1,0,0
10805,T5,101,5,1,31,1,Stage 1,1,1
10564,T5,101,5,1,32,1,Stage 1,1,1
10586,T5,101,5,1,32,1,Stage 1,1,1
10617,T5,101,5,1,32,1,Stage 1,1,1
10631,T5,101,5,1,32,1,Stage 1,1,1
10684,T5,101,5,1,32,1,Stage 1,1,1
10768,T5,101,5,8,32,1,Stage 1,0,1
10454,T27,101,5,2,33,0,Stage 1,0,0
10502,T27,101,5,2,33,0,Stage 1,0,0
10514,T27,101,5,1,33,1,Stage 1,1,1
10618,T27,101,5,1,33,1,Stage 1,1,1
10645,T27,101,5,1,33,1,Stage 1,1,1
10666,T27,101,5,1,33,1,Stage 1,1,1
10419,T27,101,5,2,34,0,Stage 1,0,0
10500,T27,101,5,1,34,1,Stage 1,1,1
10509,T27,101,5,1,34,1,Stage 1,1,1
10713,T27,101,5,1,34,1,Stage 1,1,1
10763,T27,101,5,1,34,1,Stage 1,1,1
10606,T5,101,5,1,35,1,Stage 1,1,1
10619,T5,101,5,1,35,1,Stage 1,1,1
10621,T5,101,5,2,35,0,Stage 1,0,0
10637,T5,101,5,1,35,1,Stage 1,1,1
10679,T5,101,5,8,35,1,Stage 1,0,1
10744,T5,101,5,8,35,1,Stage 1,0,1
10429,T2,101,5,NA,36,NA,Stage 1,NA,NA
10522,T2,101,5,1,36,1,Stage 1,1,1
10611,T2,101,5,1,36,1,Stage 1,1,1
10689,T2,101,5,1,36,1,Stage 1,1,1
10695,T2,101,5,1,36,1,Stage 1,1,1
10457,T7,101,5,1,37,1,Stage 1,1,1
10569,T7,101,5,1,37,1,Stage 1,1,1
10659,T7,101,5,1,37,1,Stage 1,1,1
10680,T7,101,5,1,37,1,Stage 1,1,1
10767,T7,101,5,1,37,1,Stage 1,1,1
10173,T8,101,5,2,38,0,Stage 1,0,0
10440,T8,101,5,1,38,1,Stage 1,1,1
10455,T8,101,5,1,38,1,Stage 1,1,1
10466,T8,101,5,8,38,1,Stage 1,0,1
10510,T8,101,5,8,38,1,Stage 1,0,1
10642,T8,101,5,1,38,1,Stage 1,1,1
10789,T8,101,5,1,38,1,Stage 1,1,1
10527,T11,101,5,1,40,1,Stage 1,1,1
10557,T11,101,5,8,40,1,Stage 1,0,1
10593,T11,101,5,1,40,1,Stage 1,1,1
10601,T11,101,5,1,40,1,Stage 1,1,1
10712,T11,101,5,1,40,1,Stage 1,1,1
10775,T11,101,5,1,40,1,Stage 1,1,1
10558,T11,101,5,8,41,1,Stage 1,0,1
10590,T11,101,5,1,41,1,Stage 1,1,1
10660,T11,101,5,1,41,1,Stage 1,1,1
10668,T11,101,5,1,41,1,Stage 1,1,1
10710,T11,101,5,1,41,1,Stage 1,1,1
10754,T11,101,5,1,41,1,Stage 1,1,1
10463,T13,101,5,1,42,1,Stage 1,1,1
10517,T13,101,5,1,42,1,Stage 1,1,1
10570,T13,101,5,1,42,1,Stage 1,1,1
10648,T13,101,5,1,42,1,Stage 1,1,1
10749,T13,101,5,2,42,0,Stage 1,0,0
10430,T13,101,5,1,43,1,Stage 1,1,1
10560,T13,101,5,1,43,1,Stage 1,1,1
10599,T13,101,5,2,43,0,Stage 1,0,0
10704,T13,101,5,1,43,1,Stage 1,1,1
10757,T13,101,5,1,43,1,Stage 1,1,1
10460,T16,101,5,1,44,1,Stage 1,1,1
10493,T16,101,5,1,44,1,Stage 1,1,1
10597,T16,101,5,1,44,1,Stage 1,1,1
10707,T16,101,5,8,44,1,Stage 1,0,1
10776,T16,101,5,1,44,1,Stage 1,1,1
10427,T16,101,5,2,45,0,Stage 1,0,0
10431,T16,101,5,1,45,1,Stage 1,1,1
10501,T16,101,5,1,45,1,Stage 1,1,1
10526,T16,101,5,1,45,1,Stage 1,1,1
10674,T16,101,5,2,45,0,Stage 1,0,0
10745,T16,101,5,1,45,1,Stage 1,1,1
10201,T17,101,5,2,46,0,Stage 1,0,0
10433,T17,101,5,1,46,1,Stage 1,1,1
10439,T17,101,5,1,46,1,Stage 1,1,1
10472,T17,101,5,1,46,1,Stage 1,1,1
10506,T17,101,5,1,46,1,Stage 1,1,1
10608,T17,101,5,1,46,1,Stage 1,1,1
10800,T17,101,5,1,46,1,Stage 1,1,1
10475,T18,101,5,1,47,1,Stage 1,1,1
10487,T18,101,5,1,47,1,Stage 1,1,1
10516,T18,101,5,1,47,1,Stage 1,1,1
10546,T18,101,5,1,47,1,Stage 1,1,1
10568,T18,101,5,1,47,1,Stage 1,1,1
10492,T18,101,5,1,48,1,Stage 1,1,1
10563,T18,101,5,1,48,1,Stage 1,1,1
10600,T18,101,5,1,48,1,Stage 1,1,1
10639,T18,101,5,1,48,1,Stage 1,1,1
10643,T18,101,5,1,48,1,Stage 1,1,1
10667,T18,101,5,1,48,1,Stage 1,1,1
10479,T10,101,5,1,49,1,Stage 1,1,1
10519,T10,101,5,1,49,1,Stage 1,1,1
10532,T10,101,5,1,49,1,Stage 1,1,1
10682,T10,101,5,1,49,1,Stage 1,1,1
10697,T10,101,5,8,49,1,Stage 1,0,1
10117,T22,101,5,8,50,1,Stage 1,0,1
10424,T22,101,5,1,50,1,Stage 1,1,1
10459,T22,101,5,1,50,1,Stage 1,1,1
10592,T22,101,5,1,50,1,Stage 1,1,1
10638,T22,101,5,1,50,1,Stage 1,1,1
10658,T22,101,5,1,50,1,Stage 1,1,1
10470,T26,101,5,1,51,1,Stage 1,1,1
10534,T26,101,5,1,51,1,Stage 1,1,1
10587,T26,101,5,8,51,1,Stage 1,0,1
10692,T26,101,5,1,51,1,Stage 1,1,1
10142,T26,101,5,8,52,1,Stage 1,0,1
10428,T26,101,5,1,52,1,Stage 1,1,1
10561,T26,101,5,1,52,1,Stage 1,1,1
10591,T26,101,5,8,52,1,Stage 1,0,1
10612,T26,101,5,1,52,1,Stage 1,1,1
10485,T4,102,5,1,6,1,Stage 1,1,1
10444,T4,102,5,2,7,0,Stage 1,0,0
10418,T6,102,5,1,8,1,Stage 1,1,1
10498,T6,102,5,1,8,1,Stage 1,1,1
10567,T6,102,5,8,8,1,Stage 1,0,1
10613,T6,102,5,2,8,0,Stage 1,0,0
10656,T6,102,5,1,8,1,Stage 1,1,1
10422,T6,102,5,1,9,1,Stage 1,1,1
10473,T6,102,5,1,9,1,Stage 1,1,1
10482,T6,102,5,1,9,1,Stage 1,1,1
10497,T6,102,5,1,9,1,Stage 1,1,1
10715,T6,102,5,2,9,0,Stage 1,0,0
10451,T9,102,5,1,12,1,Stage 1,1,1
10503,T9,102,5,1,12,1,Stage 1,1,1
10508,T9,102,5,1,12,1,Stage 1,1,1
10582,T9,102,5,1,12,1,Stage 1,1,1
10603,T9,102,5,1,12,1,Stage 1,1,1
10742,T9,102,5,1,12,1,Stage 1,1,1
10491,T12,102,5,1,13,1,Stage 1,1,1
10589,T12,102,5,1,13,1,Stage 1,1,1
10676,T12,102,5,1,13,1,Stage 1,1,1
10694,T12,102,5,2,13,0,Stage 1,0,0
10717,T12,102,5,1,13,1,Stage 1,1,1
10740,T12,102,5,1,13,1,Stage 1,1,1
10423,T14,102,5,1,14,1,Stage 1,1,1
10442,T14,102,5,8,14,1,Stage 1,0,1
10524,T14,102,5,1,14,1,Stage 1,1,1
10675,T14,102,5,2,14,0,Stage 1,0,0
10772,T14,102,5,1,14,1,Stage 1,1,1
10017,T15,102,5,2,17,0,Stage 1,0,0
10128,T20,102,5,2,21,0,Stage 1,0,0
10484,T14,103,5,1,15,1,Stage 1,1,1
10505,T14,103,5,1,15,1,Stage 1,1,1
10652,T14,103,5,1,15,1,Stage 1,1,1
10661,T14,103,5,1,15,1,Stage 1,1,1
10443,T15,103,5,1,16,1,Stage 1,1,1
10448,T15,103,5,1,16,1,Stage 1,1,1
10671,T15,103,5,1,16,1,Stage 1,1,1
10698,T15,103,5,1,16,1,Stage 1,1,1
10801,T15,103,5,1,16,1,Stage 1,1,1
10458,T13,103,5,1,43,1,Stage 1,1,1
9694,T26,103,5,8,51,1,Stage 1,0,1
10807,T4,105,5,1,7,1,Stage 1,1,1
10486,T15,105,5,1,17,1,Stage 1,1,1
10513,T15,105,5,1,17,1,Stage 1,1,1
10605,T15,105,5,8,17,1,Stage 1,0,1
10610,T15,105,5,1,17,1,Stage 1,1,1
10644,T15,105,5,1,17,1,Stage 1,1,1
10512,T16,105,5,1,18,1,Stage 1,1,1
10542,T16,105,5,1,18,1,Stage 1,1,1
10556,T16,105,5,1,18,1,Stage 1,1,1
10702,T16,105,5,1,18,1,Stage 1,1,1
10824,T6,113,5,8,8,1,Stage 1,0,1
10405,T6,113,5,1,39,1,Stage 1,1,1
10579,T6,113,5,1,39,1,Stage 1,1,1
10778,T6,113,5,1,39,1,Stage 1,1,1
10781,T6,113,5,2,39,0,Stage 1,0,0
10783,T6,113,5,2,39,0,Stage 1,0,0
10823,T6,113,5,2,39,0,Stage 1,0,0
10478,T1,151,5,1,1,1,Stage 1,1,1
10559,T1,151,5,1,1,1,Stage 1,1,1
10562,T1,151,5,1,1,1,Stage 1,1,1
10594,T1,151,5,2,1,0,Stage 1,0,0
10681,T1,151,5,1,1,1,Stage 1,1,1
10670,T1,151,5,1,2,1,Stage 1,1,1
10438,T3,151,5,1,4,1,Stage 1,1,1
10441,T3,151,5,1,4,1,Stage 1,1,1
10445,T3,151,5,8,4,1,Stage 1,0,1
10462,T3,151,5,1,4,1,Stage 1,1,1
10566,T3,151,5,1,4,1,Stage 1,1,1
10636,T3,151,5,1,4,1,Stage 1,1,1
10641,T3,151,5,1,4,1,Stage 1,1,1
10413,T3,151,5,1,5,1,Stage 1,1,1
10467,T3,151,5,1,5,1,Stage 1,1,1
10663,T3,151,5,1,5,1,Stage 1,1,1
10673,T3,151,5,1,5,1,Stage 1,1,1
10705,T3,151,5,1,5,1,Stage 1,1,1
10544,T1,101,6,1,1,1,Stage 1,1,1
10607,T1,101,6,1,1,1,Stage 1,1,1
10521,T1,101,6,1,2,1,Stage 1,1,1
10537,T1,101,6,1,2,1,Stage 1,1,1
10633,T1,101,6,1,2,1,Stage 1,1,1
10672,T1,101,6,1,2,1,Stage 1,1,1
10468,T4,101,6,8,6,1,Stage 1,0,1
10640,T4,101,6,1,6,1,Stage 1,1,1
10686,T4,101,6,2,6,0,Stage 1,0,0
10714,T4,101,6,1,6,1,Stage 1,1,1
10499,T4,101,6,2,7,0,Stage 1,0,0
10555,T4,101,6,1,7,1,Stage 1,1,1
10616,T4,101,6,2,7,0,Stage 1,0,0
10525,T2,101,6,NA,10,NA,Stage 1,NA,NA
10528,T2,101,6,NA,10,NA,Stage 1,NA,NA
10536,T2,101,6,NA,10,NA,Stage 1,NA,NA
10547,T2,101,6,NA,10,NA,Stage 1,NA,NA
10651,T2,101,6,NA,10,NA,Stage 1,NA,NA
10700,T2,101,6,NA,10,NA,Stage 1,NA,NA
10803,T14,101,6,1,15,1,Stage 1,1,1
10756,T16,101,6,2,18,0,Stage 1,0,0
10415,T19,101,6,8,19,1,Stage 1,0,1
10432,T19,101,6,8,19,1,Stage 1,0,1
10461,T19,101,6,1,19,1,Stage 1,1,1
10518,T19,101,6,8,19,1,Stage 1,0,1
10583,T19,101,6,8,19,1,Stage 1,0,1
10434,T20,101,6,1,20,1,Stage 1,1,1
10540,T20,101,6,2,20,0,Stage 1,0,0
10543,T20,101,6,8,20,1,Stage 1,0,1
10623,T20,101,6,1,20,1,Stage 1,1,1
10629,T20,101,6,2,20,0,Stage 1,0,0
10737,T20,101,6,1,20,1,Stage 1,1,1
10447,T20,101,6,1,21,1,Stage 1,1,1
10480,T20,101,6,1,21,1,Stage 1,1,1
10552,T20,101,6,1,21,1,Stage 1,1,1
10683,T20,101,6,1,21,1,Stage 1,1,1
10703,T20,101,6,2,21,0,Stage 1,0,0
10711,T20,101,6,1,21,1,Stage 1,1,1
10417,T21,101,6,1,22,1,Stage 1,1,1
10446,T21,101,6,1,22,1,Stage 1,1,1
10489,T21,101,6,1,22,1,Stage 1,1,1
10553,T21,101,6,1,22,1,Stage 1,1,1
10602,T21,101,6,1,22,1,Stage 1,1,1
10604,T21,101,6,2,22,0,Stage 1,0,0
10539,T21,101,6,2,23,0,Stage 1,0,0
10573,T21,101,6,1,23,1,Stage 1,1,1
10577,T21,101,6,2,23,0,Stage 1,0,0
10657,T21,101,6,1,23,1,Stage 1,1,1
10716,T21,101,6,1,23,1,Stage 1,1,1
10748,T21,101,6,2,23,0,Stage 1,0,0
9962,T22,101,6,8,24,1,Stage 1,0,1
10476,T22,101,6,1,24,1,Stage 1,1,1
10571,T22,101,6,1,24,1,Stage 1,1,1
10574,T22,101,6,1,24,1,Stage 1,1,1
10596,T22,101,6,1,24,1,Stage 1,1,1
10625,T22,101,6,1,24,1,Stage 1,1,1
10750,T22,101,6,1,24,1,Stage 1,1,1
10435,T23,101,6,1,25,1,Stage 1,1,1
10471,T23,101,6,1,25,1,Stage 1,1,1
10523,T23,101,6,1,25,1,Stage 1,1,1
10541,T23,101,6,2,25,0,Stage 1,0,0
10752,T23,101,6,8,25,1,Stage 1,0,1
10483,T23,101,6,1,26,1,Stage 1,1,1
10614,T23,101,6,2,26,0,Stage 1,0,0
10664,T23,101,6,1,26,1,Stage 1,1,1
10685,T23,101,6,1,26,1,Stage 1,1,1
10738,T23,101,6,1,26,1,Stage 1,1,1
10739,T23,101,6,1,26,1,Stage 1,1,1
10529,T24,101,6,1,27,1,Stage 1,1,1
10620,T24,101,6,1,27,1,Stage 1,1,1
10630,T24,101,6,1,27,1,Stage 1,1,1
10653,T24,101,6,1,27,1,Stage 1,1,1
10507,T24,101,6,1,28,1,Stage 1,1,1
10520,T24,101,6,1,28,1,Stage 1,1,1
10554,T24,101,6,NA,28,NA,Stage 1,NA,NA
10580,T24,101,6,1,28,1,Stage 1,1,1
10588,T24,101,6,1,28,1,Stage 1,1,1
10677,T24,101,6,1,28,1,Stage 1,1,1
10691,T24,101,6,1,28,1,Stage 1,1,1
10436,T25,101,6,1,29,1,Stage 1,1,1
10504,T25,101,6,1,29,1,Stage 1,1,1
10531,T25,101,6,1,29,1,Stage 1,1,1
10595,T25,101,6,1,29,1,Stage 1,1,1
10624,T25,101,6,1,29,1,Stage 1,1,1
10761,T25,101,6,2,29,0,Stage 1,0,0
10416,T25,101,6,1,30,1,Stage 1,1,1
10490,T25,101,6,8,30,1,Stage 1,0,1
10615,T25,101,6,1,30,1,Stage 1,1,1
10627,T25,101,6,1,30,1,Stage 1,1,1
10414,T5,101,6,1,31,1,Stage 1,1,1
10456,T5,101,6,1,31,1,Stage 1,1,1
10488,T5,101,6,1,31,1,Stage 1,1,1
10626,T5,101,6,2,31,0,Stage 1,0,0
10654,T5,101,6,1,31,1,Stage 1,1,1
10805,T5,101,6,1,31,1,Stage 1,1,1
10564,T5,101,6,1,32,1,Stage 1,1,1
10586,T5,101,6,1,32,1,Stage 1,1,1
10617,T5,101,6,1,32,1,Stage 1,1,1
10631,T5,101,6,1,32,1,Stage 1,1,1
10684,T5,101,6,1,32,1,Stage 1,1,1
10768,T5,101,6,8,32,1,Stage 1,0,1
10454,T27,101,6,2,33,0,Stage 1,0,0
10502,T27,101,6,2,33,0,Stage 1,0,0
10514,T27,101,6,1,33,1,Stage 1,1,1
10618,T27,101,6,1,33,1,Stage 1,1,1
10645,T27,101,6,1,33,1,Stage 1,1,1
10666,T27,101,6,1,33,1,Stage 1,1,1
10419,T27,101,6,2,34,0,Stage 1,0,0
10500,T27,101,6,1,34,1,Stage 1,1,1
10509,T27,101,6,1,34,1,Stage 1,1,1
10713,T27,101,6,1,34,1,Stage 1,1,1
10763,T27,101,6,1,34,1,Stage 1,1,1
10606,T5,101,6,1,35,1,Stage 1,1,1
10619,T5,101,6,1,35,1,Stage 1,1,1
10621,T5,101,6,8,35,1,Stage 1,0,1
10637,T5,101,6,1,35,1,Stage 1,1,1
10679,T5,101,6,1,35,1,Stage 1,1,1
10744,T5,101,6,1,35,1,Stage 1,1,1
10429,T2,101,6,NA,36,NA,Stage 1,NA,NA
10522,T2,101,6,1,36,1,Stage 1,1,1
10611,T2,101,6,1,36,1,Stage 1,1,1
10689,T2,101,6,NA,36,NA,Stage 1,NA,NA
10695,T2,101,6,NA,36,NA,Stage 1,NA,NA
10457,T7,101,6,1,37,1,Stage 1,1,1
10569,T7,101,6,1,37,1,Stage 1,1,1
10659,T7,101,6,1,37,1,Stage 1,1,1
10680,T7,101,6,1,37,1,Stage 1,1,1
10767,T7,101,6,1,37,1,Stage 1,1,1
10173,T8,101,6,2,38,0,Stage 1,0,0
10440,T8,101,6,1,38,1,Stage 1,1,1
10455,T8,101,6,1,38,1,Stage 1,1,1
10466,T8,101,6,1,38,1,Stage 1,1,1
10510,T8,101,6,1,38,1,Stage 1,1,1
10642,T8,101,6,1,38,1,Stage 1,1,1
10789,T8,101,6,1,38,1,Stage 1,1,1
10527,T11,101,6,1,40,1,Stage 1,1,1
10557,T11,101,6,1,40,1,Stage 1,1,1
10593,T11,101,6,1,40,1,Stage 1,1,1
10601,T11,101,6,1,40,1,Stage 1,1,1
10712,T11,101,6,1,40,1,Stage 1,1,1
10775,T11,101,6,1,40,1,Stage 1,1,1
10558,T11,101,6,1,41,1,Stage 1,1,1
10590,T11,101,6,1,41,1,Stage 1,1,1
10660,T11,101,6,8,41,1,Stage 1,0,1
10668,T11,101,6,1,41,1,Stage 1,1,1
10710,T11,101,6,1,41,1,Stage 1,1,1
10754,T11,101,6,8,41,1,Stage 1,0,1
10463,T13,101,6,1,42,1,Stage 1,1,1
10517,T13,101,6,1,42,1,Stage 1,1,1
10570,T13,101,6,1,42,1,Stage 1,1,1
10648,T13,101,6,2,42,0,Stage 1,0,0
10749,T13,101,6,2,42,0,Stage 1,0,0
10430,T13,101,6,2,43,0,Stage 1,0,0
10560,T13,101,6,1,43,1,Stage 1,1,1
10599,T13,101,6,1,43,1,Stage 1,1,1
10704,T13,101,6,2,43,0,Stage 1,0,0
10757,T13,101,6,2,43,0,Stage 1,0,0
10460,T16,101,6,1,44,1,Stage 1,1,1
10493,T16,101,6,2,44,0,Stage 1,0,0
10597,T16,101,6,1,44,1,Stage 1,1,1
10707,T16,101,6,1,44,1,Stage 1,1,1
10776,T16,101,6,1,44,1,Stage 1,1,1
10427,T16,101,6,2,45,0,Stage 1,0,0
10431,T16,101,6,1,45,1,Stage 1,1,1
10501,T16,101,6,1,45,1,Stage 1,1,1
10526,T16,101,6,2,45,0,Stage 1,0,0
10674,T16,101,6,2,45,0,Stage 1,0,0
10745,T16,101,6,2,45,0,Stage 1,0,0
10201,T17,101,6,2,46,0,Stage 1,0,0
10433,T17,101,6,1,46,1,Stage 1,1,1
10439,T17,101,6,1,46,1,Stage 1,1,1
10472,T17,101,6,1,46,1,Stage 1,1,1
10506,T17,101,6,1,46,1,Stage 1,1,1
10608,T17,101,6,1,46,1,Stage 1,1,1
10800,T17,101,6,1,46,1,Stage 1,1,1
10475,T18,101,6,1,47,1,Stage 1,1,1
10487,T18,101,6,1,47,1,Stage 1,1,1
10516,T18,101,6,1,47,1,Stage 1,1,1
10546,T18,101,6,1,47,1,Stage 1,1,1
10568,T18,101,6,1,47,1,Stage 1,1,1
10492,T18,101,6,1,48,1,Stage 1,1,1
10563,T18,101,6,1,48,1,Stage 1,1,1
10600,T18,101,6,1,48,1,Stage 1,1,1
10639,T18,101,6,1,48,1,Stage 1,1,1
